ingredient_name,rating,functions,link
Human Cell Membrane Lipoproteins/Lipids,NOT RATED,"Functions: Eyelash Conditioning, Hair Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Colostrum Extract,NOT RATED,Functions: Humectant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Cord Blood Cell Conditioned Media,NOT RATED,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Cord Blood Progenitor Cell Exosomes,NOT RATED,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Coronavirus Oligopeptide-1 Sp,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Dermal Fibroblast Cell Induced Multipotent Cell Culture Conditioned Media,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning, Emollient, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Dermal Fibroblast Induced Multipotent Cell Exosomes,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Embryonic Induced Skin Pluripotent Cell Conditioned Media,NOT RATED,"Functions: Antioxidant, Hair Conditioning, Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Embryonic Mesenchymal Stem Cell Conditioned Media,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Embryonic Stem Cell Conditioned Media,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Endothelial Cell Conditioned Media,NOT RATED,"Functions: Astringent, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Epithelial Cell Conditioned Media Extract,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Fibroblast/Human Keratinocyte Conditioned Media,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Fibroblast Conditioned Media,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Fibroblast Extra Cellular Matrix Powder,NOT RATED,"Functions: Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Fibroblast Induced Pluripotent Cell Culture Conditioned Media,NOT RATED,"Functions: Antioxidant, Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Fibroblast Induced Pluripotent Cell Extract,NOT RATED,"Functions: Antioxidant, Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Foreskin Fibroblast Cell Conditioned Media,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Hair Follicle Cell Conditioned Media,NOT RATED,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Hair Keratin,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Keratinocyte Conditioned Media,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Keratinocytes,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Mononuclear Cell Conditioned Media Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Mononuclear Cell Induced Pluripotent Cell Lysate,NOT RATED,"Functions: Humectant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Neonatal Fibroblast/Keratinocyte Conditioned Media,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Neonatal Fibroblast Conditioned Media,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Oocyte Lysate,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Peripheral Blood Derived Natural Killer Cell Conditioned Media,NOT RATED,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Placental Enzymes,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Placental Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Placental Lipids,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Placental Protein,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Plasma,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Platelet Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Stem Cell Conditioned Media,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human T Cell Conditioned Media,NOT RATED,"Functions: Antimicrobial, Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Tooth Pulp Stem Cell Conditioned Media Extract,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Umbilical Blood Derived Natural Killer Cell Conditioned Media,NOT RATED,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Umbilical Endothelial Cell Conditioned Media,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Human Umbilical Mesenchymal Stem Cell Conditioned Media Extract,NOT RATED,"Functions: Antioxidant, Humectant, Skin Protecting, Solvent. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Umbilical Mesenchymal Stem Cell Exosomes,NOT RATED,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Umbilical Serum Extract,NOT RATED,"Functions: Humectant, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Urine Derived Induced Pluripotent Cell Culture Conditioned Media,NOT RATED,"Functions: Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Human Urine Derived Stem Cell Conditioned Media,NOT RATED,"Functions: Humectant, Skin Conditioning, Emollient, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Humic Acids,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Humic Shale Extract,NOT RATED,"Functions: Antioxidant, Hair Conditioning, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Humidophila Sp. Kas 1307,NOT RATED,"Functions: Abrasive, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Humulus Japonicus Extract,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Humulus Lupulus Oil,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Humus Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hyacinthoides Non-Scripta Seed Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hyacinthus Orientalis Extract,NOT RATED,"Functions: Skin Conditioning, Tonic. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hyacinthus Orientalis Flower Extract,NOT RATED,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hyacinthus Orientalis Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hyaluronate Rh-Oligopeptide-1,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hyaluronic Acid/Polyglutamic Acid Crosspolymer,NOT RATED,"Functions: Anti-Sebum, Antioxidant, Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hyaluronidase,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydnocarpus Anthelminthicus Seed Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydnocarpus Pentandrus Kernel Oil,NOT RATED,"Functions: Hair Conditioning, Nail Conditioning, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrangea Arborescens Root Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrangea Macrophylla Extract,NOT RATED,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrangea Macrophylla Flower/Leaf Extract,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrangea Macrophylla Flower Extract,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrangea Macrophylla Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrangea Macrophylla Root Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrangea Paniculata Flower/Fruit Extract,NOT RATED,"Functions: Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrangea Serrata Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrangenol,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrastis Canadensis Extract,NOT RATED,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrastis Canadensis Powder,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrastis Canadensis Root Extract,NOT RATED,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydratropic Alcohol,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydratropic Aldehyde,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydratropic Aldehyde Dimethyl Acetal,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydratropyl Acetate,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydroabietyl Alcohol,NOT RATED,"Functions: Binding, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrobromic Acid,NOT RATED,Functions: Buffering. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrochloric Acid,NOT RATED,Functions: Buffering. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrochlorofluorocarbon 142B,NOT RATED,"Functions: Deodorant, Propellant. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrochlorofluorocarbon 22,NOT RATED,Functions: Propellant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrocinnamaldehyde,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrocinnamyl Acetate,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrocinnamyl Cinnamate,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrocinnamyl Formate,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrocinnamyl Isobutyrate,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrocinnamyl Propionate,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrocortisone Acetate,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrofluorocarbon 134A,NOT RATED,Functions: Propellant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrofluorocarbon 152A,NOT RATED,Functions: Propellant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrofluorocarbon 227Ea,NOT RATED,Functions: Propellant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogen,NOT RATED,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Acetophenone/Oxymethylene Copolymer,NOT RATED,"Functions: Binding, Nail Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Adansonia Digitata Seed Oil,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Apricot Kernel Oil,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Apricot Oil Unsaponifiables,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Argania Spinosa Kernel Oil,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Avocado Oil,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Bisabolol,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Black Currant Seed Oil,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Brassica Alcohol,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Brassica Campestris/Aleurites Fordii Oil Copolymer,NOT RATED,"Functions: Film Forming, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Brassica Campestris/Aleurites Fordi Oil Copolymer,NOT RATED,"Functions: Film Forming, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated C12-18 Triglycerides,NOT RATED,"Functions: Emulsion Stabilizer, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Calophyllum Inophyllum Seed Oil,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Camelina Sativa Seed Oil,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Camellia Japonica Seed Oil,NOT RATED,"Functions: Antioxidant, Emulsion Stabilizer, Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Camellia Oleifera Seed Oil,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Canola Oil,NOT RATED,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil/Adipic Acid Copolymer,NOT RATED,"Functions: Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil/Dimer Dilinoleic Acid Copolymer,NOT RATED,Functions: Anticaking. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Castor Oil Behenyl Esters,NOT RATED,"Functions: Emulsion Stabilizer, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil Cetyl Esters,NOT RATED,"Functions: Emulsion Stabilizer, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil Dimer Dilinoleate,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil Hydroxystearate,NOT RATED,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil Isostearate,NOT RATED,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil Laurate,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil PEG-8 Esters,NOT RATED,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil Stearate,NOT RATED,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil Stearyl Esters,NOT RATED,"Functions: Emulsion Stabilizer, Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil Triisostearate,NOT RATED,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Castor Oil Triisostearin Esters,NOT RATED,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Coconut Oil,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Corn Oil,NOT RATED,"Functions: Film Forming, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Cottonseed Glyceride,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Cottonseed Oil,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Crambe Abyssinica Seed Oil,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Cranberry Seed Oil,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Didodecene,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Difarnesene,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Dilinoleyl Alcohol,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Dimer Dilinoleic Acid,NOT RATED,"Functions: Absorbent, Binding, Film Forming, Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Dimer Dilinoleic Acid/Hexanediol Copolymer,NOT RATED,"Functions: Film Forming, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Dimer Dilinoleth-20,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Dimer Dilinoleth-30,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Dimer Dilinoleth-40,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Dimer Dilinoleth-60,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Dimer Dilinoleth-80,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Dimer Dilinoleyl/Dimethylcarbonate Copolymer,NOT RATED,"Functions: Emulsion Stabilizer, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
"Hydrogenated Dimer Dilinoleyl PEG-41/Poly(1,2-Butanediol)-18 Dimethyl Ether",NOT RATED,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
"Hydrogenated Dimer Dilinoleyl PEG-44/Poly(1,2-Butanediol)-15 Dimethyl Ether",NOT RATED,Functions: Cleansing Agent. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Ditallowamine,NOT RATED,Functions: Antistatic. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Egg Oil,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Ethylbicycloheptane Guaiacol,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Ethylhexyl Coco-Oleate Estolides,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Ethylhexyl Olivate,NOT RATED,This hydrogenated form of olive oil-derived ethylhexyl olivate serves as an emollient and conditioning ingredient.,
Hydrogenated Ethylhexyl Sesamate,NOT RATED,"Functions: Binding, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Evening Primrose Oil,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Farnesene/C10-16 Olefin Copolymer,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Fish Oil,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Glyceryl Abietate,NOT RATED,"Functions: Emulsion Stabilizer, Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Glyceryl Dehydroabietate/Tetrahydroabietate,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Grapefruit Seed Oil,NOT RATED,"Functions: Light Stabilizer, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Grapefruit Seed Oil Unsaponifiables,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Grapeseed Oil,NOT RATED,"Functions: Skin Conditioning, Emollient, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Hazelnut Oil,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Hemp Seed Oil,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Honey,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Horse Fat,NOT RATED,"Functions: Anti-Sebum, Hair Conditioning, Skin Protecting, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Isocetyl Olivate,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Isopropyl Jojobate,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Japan Wax,NOT RATED,"Functions: Binding, Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Jojoba Alcohol,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Kukui Nut Oil,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Laneth-20,NOT RATED,"Functions: Light Stabilizer, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Laneth-25,NOT RATED,"Functions: Light Stabilizer, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Laneth-5,NOT RATED,"Functions: Bulking, Skin Conditioning, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Lanolin,NOT RATED,"Functions: Antistatic, Hair Conditioning, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Lanolin Alcohol,NOT RATED,"Functions: Emulsion Stabilizer, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Lard,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Lard Glyceride,NOT RATED,"Functions: Skin Conditioning, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Lard Glycerides,NOT RATED,"Functions: Skin Conditioning, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Lime Seed Oil,NOT RATED,"Functions: Emulsion Stabilizer, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Lime Seed Oil Unsaponifiables,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Lysolecithin,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Lysophosphatidylcholine,NOT RATED,"Functions: Skin Conditioning, Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Macadamia Seed Oil,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Meadowfoam Seed Oil,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Menhaden Acid,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Menhaden Oil,NOT RATED,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Methyl Abietate,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Microcrystalline Cera,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Microcrystalline Wax,NOT RATED,"Functions: Binding, Emulsion Stabilizer, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Milk Lipids,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Mineral Oil,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Hydrogenated Mink Oil,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Moringa Glucoside,NOT RATED,"Functions: Cleansing Agent, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Hydrogenated Moringa Oleifera Seed Oil,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
