Label,Brand,Name,Price,Rank,Combination,Dry,Normal,Oily,Sensitive,ingredient,paula_description,good_for,bad_for,effect_stem,effect_type,Combination_effect,Dry_effect,Normal_effect,Oily_effect,Sensitive_effect
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Stearic Acid,"Emollient, emulsifier, cleansing and texture-enhancing ingredient. Protects skin's surface against water loss and helps shore up skin's protective barrier.","barrier,emollient,protect",,barrier,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Stearic Acid,"Emollient, emulsifier, cleansing and texture-enhancing ingredient. Protects skin's surface against water loss and helps shore up skin's protective barrier.","barrier,emollient,protect",,emollient,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Stearic Acid,"Emollient, emulsifier, cleansing and texture-enhancing ingredient. Protects skin's surface against water loss and helps shore up skin's protective barrier.","barrier,emollient,protect",,protect,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Sodium Lauroyl Glutamate,"Contributes skin-softening and cleansing benefits to skin. Composed of sodium, glutamic acid (an amino acid) and lauric acid (a fatty acid).",soft,,soft,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Cyclohexasiloxane,Enhances skin’s hydration while also contributing to the formula’s silky texture and smooth spreadability. Helps distribute ingredients evenly and effectively to skin.,"hydrat,smooth",,hydrat,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Cyclohexasiloxane,Enhances skin’s hydration while also contributing to the formula’s silky texture and smooth spreadability. Helps distribute ingredients evenly and effectively to skin.,"hydrat,smooth",,smooth,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,This synthetic ingredient is used to enhance the texture of skin care and hair care products and has been ruled safe as used in cosmetics.,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Hydrolyzed Hyaluronic Acid,This hydrolyzed form of hyaluronic acid is a good moisturizer that has a lower molecular weight than standard hyaluronic acid.,moistur,,moistur,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Phospholipids,"A type of fat found naturally in skin, these ingredients have value in skin care for their ability to both attract water and deliver it to areas that need increased hydration. They also have antioxidant properties.","antioxidant,hydrat",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Phospholipids,"A type of fat found naturally in skin, these ingredients have value in skin care for their ability to both attract water and deliver it to areas that need increased hydration. They also have antioxidant properties.","antioxidant,hydrat",,hydrat,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Retinyl Palmitate,A form of vitamin A that’s found naturally in skin and works in cosmetics as an antioxidant. It has been ruled as safe as used in cosmetics.,antioxidant,,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Tocopheryl Acetate,A form of vitamin E frequently used in cosmetics for its antioxidant benefit.,antioxidant,,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Ascorbyl Palmitate,"Stable, oil-soluble form of vitamin C that works as an antioxidant and helps stabilize skin care formulas.",antioxidant,,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Sodium Hydroxide,"Also known as lye, this ingredient is highly alkaline, meaning it is on the basic side of the pH range (its pH is naturally 13). It is used in small amounts in cosmetics (such as cleansers and exfoliants) adjust their pH.",,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Ehylhexylglycerin,Skin-softening agent with hydration boosting properties. Also plays an important preservative role to help keep cosmetic formulas stable.,"hydrat,soft",sting,hydrat,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Ehylhexylglycerin,Skin-softening agent with hydration boosting properties. Also plays an important preservative role to help keep cosmetic formulas stable.,"hydrat,soft",sting,soft,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Ehylhexylglycerin,Skin-softening agent with hydration boosting properties. Also plays an important preservative role to help keep cosmetic formulas stable.,"hydrat,soft",sting,sting,bad,0.0,0.0,0.0,0.0,-1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Phenoxyethanol,Safe preservative known to be well-tolerated by skin; offers wide spectrum protection against unwanted microbials in a formula.,protect,,protect,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,Lavandula Angustifolia (Lavender) Oil. *Propellant is an Isobutane-Propane blend that evaporates when product is expelled from container,,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,95,3.7,1,1,1,1,1,and it dissipates prior to contact with skin.,,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,-Retinol: Reduces the appearance of fine lines and wrinkles,,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,increases the appearance of firmness and elasticity,,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,and refines skin texture. -Natural Bioretinols (Babchi Edible Seed and Spanish Needle Extracts): Harness the power of Retinol compounds to help minimize the signs of aging. -Advanced Hydrafill™ Complex (PFC-Oxygen Carriers,,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Hyaluronic Acid,Component of skin  that is used in skin care products as a good restorative ingredient.,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,and Rare Botanical Extracts: Leaves the complexion with a smoother,,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,hydrated,,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,and healthier look. Water,,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,A70 Propellant**,,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Perfluorohexane,"Solvent and texture-enhancing ingredient that increases oxygen to skin, which may actually boost the presence of reactive oxygen species (ROS) in skin—the very thing antioxidants fight against.",antioxidant,,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Dimethicone,"An skin-softening silicone known for its permeable (think breathable) barrier that helps skin retain hydration. It has a uniquely silky, non-greasy feel.","barrier,hydrat,soft",,barrier,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Dimethicone,"An skin-softening silicone known for its permeable (think breathable) barrier that helps skin retain hydration. It has a uniquely silky, non-greasy feel.","barrier,hydrat,soft",,hydrat,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Dimethicone,"An skin-softening silicone known for its permeable (think breathable) barrier that helps skin retain hydration. It has a uniquely silky, non-greasy feel.","barrier,hydrat,soft",,soft,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Propanediol,Improves ingredient absorption while adding moisturizing properties for skin. Can also be used to support the stability of a formula.,moistur,,moistur,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Neopentyl Glycol Diheptanoate,Functions as a non-aqueous skin-softening agent (emollient) and formulary thickening agent. Derived from a mixture of neopentyl glycol and heptanoic acid.,"emollient,soft",,emollient,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Neopentyl Glycol Diheptanoate,Functions as a non-aqueous skin-softening agent (emollient) and formulary thickening agent. Derived from a mixture of neopentyl glycol and heptanoic acid.,"emollient,soft",,soft,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Perfluoroperhydrophenanthrene,A solvent and potential PFAS that is often used as part of an ingredient blend.,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Glycereth-18 Ethylhexanoate,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Isododecane,Hydrocarbon ingredient used as a solvent. Isododecane enhances the spreadability of products and.,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Perfluorodecalin,"Solvent and texture-enhancing ingredient that increases oxygen to skin, which may actually boost the presence of reactive oxygen species (ROS) in skin—the very thing antioxidants fight against.",antioxidant,,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Ethylhexyl Methoxycrylene,UV-absorbing stabilizer for sunscreen actives and antioxidants. Can also function as a solvent/texture enhancer.,antioxidant,,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Cyclopentasiloxane,"Lightweight, conditioning silicone that creates silky-smooth spreadabilty and an enhanced sensorial feel. Also promotes even distribution of other ingredients in a formula.",smooth,,smooth,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Phenoxyethanol,Safe preservative known to be well-tolerated by skin; offers wide spectrum protection against unwanted microbials in a formula.,protect,,protect,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Dimethyl Isosorbide,"Dimethyl isosorbide is a clear, slightly oily-feeling liquid that functions as a solvent and may be plant-based or synthetic.",clear,,clear,good,1.0,0.0,1.0,1.0,0.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Glycine Soja (Soybean) Extract,"This multitalented natural extract is packed with potent antioxidants that can capably address uneven skin tone, loss of firmness, wrinkles, and help defend skin from environmental aggressors.","antioxidant,firm,tone",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Glycine Soja (Soybean) Extract,"This multitalented natural extract is packed with potent antioxidants that can capably address uneven skin tone, loss of firmness, wrinkles, and help defend skin from environmental aggressors.","antioxidant,firm,tone",,firm,good,1.0,1.0,1.0,0.0,0.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Glycine Soja (Soybean) Extract,"This multitalented natural extract is packed with potent antioxidants that can capably address uneven skin tone, loss of firmness, wrinkles, and help defend skin from environmental aggressors.","antioxidant,firm,tone",,tone,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Oryza Sativa (Rice) Bran Extract,"The brown part of the rice kernel, this ingredient helps soften and condition skin and is a source of more than 100 antioxidant compounds.","antioxidant,soft",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Oryza Sativa (Rice) Bran Extract,"The brown part of the rice kernel, this ingredient helps soften and condition skin and is a source of more than 100 antioxidant compounds.","antioxidant,soft",,soft,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Glycereth-18,A synthetic glycerin-based ingredient used as a humectant and skin-conditioning agent.,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Cyclohexasiloxane,Enhances skin’s hydration while also contributing to the formula’s silky texture and smooth spreadability. Helps distribute ingredients evenly and effectively to skin.,"hydrat,smooth",,hydrat,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Cyclohexasiloxane,Enhances skin’s hydration while also contributing to the formula’s silky texture and smooth spreadability. Helps distribute ingredients evenly and effectively to skin.,"hydrat,smooth",,smooth,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Bakuchiol,"Backed by research for reducing discolorations, wrinkles, and other signs of aging. Contributes to improved elasticity and smoother skin.","discolor,elastic,smooth",,discolor,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Bakuchiol,"Backed by research for reducing discolorations, wrinkles, and other signs of aging. Contributes to improved elasticity and smoother skin.","discolor,elastic,smooth",,elastic,good,1.0,1.0,1.0,0.0,0.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Bakuchiol,"Backed by research for reducing discolorations, wrinkles, and other signs of aging. Contributes to improved elasticity and smoother skin.","discolor,elastic,smooth",,smooth,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Glycerin,A naturally occurring substance in skin that helps retain moisture. It is used in skin care products to help defend against dryness.,moistur,,moistur,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Lavandula Angustilfolia (Lavender) Flower Oil,,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Elaeis Guineensis (Palm) Oil,"A soothing source of antioxidants, including vitamin E. As an non-fragrant plant oil, it also has emollient properties for skin.","antioxidant,emollient,sooth",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Elaeis Guineensis (Palm) Oil,"A soothing source of antioxidants, including vitamin E. As an non-fragrant plant oil, it also has emollient properties for skin.","antioxidant,emollient,sooth",,emollient,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Elaeis Guineensis (Palm) Oil,"A soothing source of antioxidants, including vitamin E. As an non-fragrant plant oil, it also has emollient properties for skin.","antioxidant,emollient,sooth",,sooth,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Cetearyl Alcohol,Beneficial skin softening ingredient for skin (completely different from damaging/drying forms of alcohol). Also influences the foaming effects of a cleanser.,soft,drying,soft,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Cetearyl Alcohol,Beneficial skin softening ingredient for skin (completely different from damaging/drying forms of alcohol). Also influences the foaming effects of a cleanser.,soft,drying,drying,bad,-1.0,-1.0,0.0,1.0,-1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Glyceryl Stearate,This moisturizing ingredient is found naturally in the human body but is usually plant- or synthetically derived in cosmetics. It has been deemed safe as used in cosmetics and is also used as a food additive.,moistur,,moistur,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Gossypium Herbaceum (Cotton) Seed Oil,The oil expressed from the seeds of various species of cotton. Must be cleared of naturally-occurring toxins before being used in cosmetics.,clear,,clear,good,1.0,0.0,1.0,1.0,0.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Tocopheryl Acetate,A form of vitamin E frequently used in cosmetics for its antioxidant benefit.,antioxidant,,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Bidens Pilosa Extract,Antioxidant plant extract whose green pigment compound phytanic acid shares some benefits with anti-aging superstar retinol.,"anti-aging,antioxidant",,anti-aging,good,1.0,1.0,1.0,0.0,0.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Bidens Pilosa Extract,Antioxidant plant extract whose green pigment compound phytanic acid shares some benefits with anti-aging superstar retinol.,"anti-aging,antioxidant",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Sodium Lauroyl Glutamate,"Contributes skin-softening and cleansing benefits to skin. Composed of sodium, glutamic acid (an amino acid) and lauric acid (a fatty acid).",soft,,soft,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Stearic Acid,"Emollient, emulsifier, cleansing and texture-enhancing ingredient. Protects skin's surface against water loss and helps shore up skin's protective barrier.","barrier,emollient,protect",,barrier,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Stearic Acid,"Emollient, emulsifier, cleansing and texture-enhancing ingredient. Protects skin's surface against water loss and helps shore up skin's protective barrier.","barrier,emollient,protect",,emollient,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Stearic Acid,"Emollient, emulsifier, cleansing and texture-enhancing ingredient. Protects skin's surface against water loss and helps shore up skin's protective barrier.","barrier,emollient,protect",,protect,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Helianthus Annuus (Sunflower) Seed Oil,"A non-volatile, non-fragrant plant oil used as skin-calming antioxidant and an emollient in cosmetics.","antioxidant,calm,emollient",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Helianthus Annuus (Sunflower) Seed Oil,"A non-volatile, non-fragrant plant oil used as skin-calming antioxidant and an emollient in cosmetics.","antioxidant,calm,emollient",,calm,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Helianthus Annuus (Sunflower) Seed Oil,"A non-volatile, non-fragrant plant oil used as skin-calming antioxidant and an emollient in cosmetics.","antioxidant,calm,emollient",,emollient,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Linum Usitatissimum (Linseed) Seed Oil,"Commonly known as flaxseed, this soothing non-fragrant plant oil is a significant source of omega fatty acids which enhance skin's hydration by preventing moisture loss.","hydrat,moistur,sooth",,hydrat,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Linum Usitatissimum (Linseed) Seed Oil,"Commonly known as flaxseed, this soothing non-fragrant plant oil is a significant source of omega fatty acids which enhance skin's hydration by preventing moisture loss.","hydrat,moistur,sooth",,moistur,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Linum Usitatissimum (Linseed) Seed Oil,"Commonly known as flaxseed, this soothing non-fragrant plant oil is a significant source of omega fatty acids which enhance skin's hydration by preventing moisture loss.","hydrat,moistur,sooth",,sooth,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,This synthetic ingredient is used to enhance the texture of skin care and hair care products and has been ruled safe as used in cosmetics.,,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Ethylhexylglycerin,Skin-softening agent with hydration boosting properties. Also plays an important preservative role to help keep cosmetic formulas stable.,"hydrat,soft",sting,hydrat,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Ethylhexylglycerin,Skin-softening agent with hydration boosting properties. Also plays an important preservative role to help keep cosmetic formulas stable.,"hydrat,soft",sting,soft,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Ethylhexylglycerin,Skin-softening agent with hydration boosting properties. Also plays an important preservative role to help keep cosmetic formulas stable.,"hydrat,soft",sting,sting,bad,0.0,0.0,0.0,0.0,-1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Hydrolyzed Hyaluronic Acid,This hydrolyzed form of hyaluronic acid is a good moisturizer that has a lower molecular weight than standard hyaluronic acid.,moistur,,moistur,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Hydroxypinacolone Retinoate,Member of the retinoid family that has multiple benefits for skin. Helps protect from environmental aggressors as well as reducing the appearance of fine lines and wrinkles. Considered more gentle than retinoic acid.,protect,,protect,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Disodium EDTA,"One of the salt forms of ethylenediaminetetraacetic acid, it improves the stability of other cosmetics ingredients, helping them last longer. It’s been deemed safe as used in cosmetics and is even used as an additive in some foods.",,,,,,,,,
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Adenosine,"Known for wrinkle-smoothing and skin-soothing benefits. Adenosine is also naturally present in skin, allowing for ideal biocompatibility.","smooth,sooth",,smooth,good,1.0,1.0,1.0,1.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Adenosine,"Known for wrinkle-smoothing and skin-soothing benefits. Adenosine is also naturally present in skin, allowing for ideal biocompatibility.","smooth,sooth",,sooth,good,1.0,1.0,1.0,0.0,1.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Retinol,"One of the most recognized anti-aging ingredients, this powerhouse has multiple benefits for skin. With over seven decades of research proving its effectiveness, it’s used in several strengths and types of products to deliver visible results.",anti-aging,,anti-aging,good,1.0,1.0,1.0,0.0,0.0
Treatment,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,98,4.1,1,1,1,1,1,Tropaeolum Majus Flower/Leaf/Stem Extract,"Functions: Refreshing, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",,,,,,,,,
